Name,Price,Original Price,Image,Type,Stock,Date
Sakura Iaito XL Generation 2,298.90,427.00,https://yarinohanzo.com/13383-home_default/sakura-iaito-xl-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-12
Taira Iaito Generation 2,266.25,416.02,https://yarinohanzo.com/13347-home_default/taira-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-12
Sankaku Yari,320.25,427.00,https://yarinohanzo.com/12472-home_default/sankaku-yari-iaito-practice-japanese-spear-handmade-samurai-spear.jpg,special,True,2026-08-12
Shinobi Kodachi,105.14,169.58,https://yarinohanzo.com/12189-home_default/shinobi-kodachi-ninja-kodachi-kakushi-ken-handmade-ninja-sword.jpg,special,True,2026-08-12
Shikorogatana,242.44,351.36,https://yarinohanzo.com/12106-home_default/shikorogatana-iaito-practice-sword-handmade-ninja-sword.jpg,special,True,2026-08-12
Shirasaya,105.04,128.10,https://yarinohanzo.com/11446-home_default/shirasaya-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-12
Shinobigatana (Traditional Ninja To),191.24,254.98,https://yarinohanzo.com/11395-home_default/shinobigatana-traditional-ninja-to-iaito-practice-sword-handmade-ninja-sword.jpg,special,True,2026-08-12
Jintachi,105.23,152.50,https://yarinohanzo.com/11377-home_default/jintachi-iaito-practice-tachi-sword-handmade-samurai-sword.jpg,special,True,2026-08-12
Nodachi,271.69,319.64,https://yarinohanzo.com/11368-home_default/nodachi-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-12
Ô-Katana,234.04,265.96,https://yarinohanzo.com/11359-home_default/o-katana-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-12
Sakura Iaito Generation 2,255.18,405.04,https://yarinohanzo.com/11349-home_default/sakura-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-12
Performance Iaito,157.09,212.28,https://yarinohanzo.com/11339-home_default/performance-iaito-iaito-practice-sword-handmade-samurai-sword.jpg,special,False,2026-08-12
Nagamaki,212.77,265.96,https://yarinohanzo.com/11093-home_default/nagamaki-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-12
O- KATANA LIMITED EDITION,390.71,640.50,https://yarinohanzo.com/14388-home_default/o-katana-limited-edition-handmade-iaito-sword.jpg,special,True,2026-08-12
Higo Koshirae Iaito XL Generation 2,349.46,416.02,https://yarinohanzo.com/13791-home_default/higo-koshirae-iaito-xl-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-12
Miyamoto Musashi Iaito XL 11th Anniversary,349.46,416.02,https://yarinohanzo.com/13780-home_default/miyamoto-musashi-iaito-xl-11th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-12
Kuroda Katana 10th Anniversary,359.41,599.02,https://yarinohanzo.com/13407-home_default/kuroda-katana-10th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-12
Shinobigatana ULTIMATE EDITION,346.24,577.06,https://yarinohanzo.com/13392-home_default/shinobigatana-ultimate-edition-iaito-practice-sword-handmade-ninja-sword.jpg,performance,True,2026-08-12
Miyamoto Musashi Iaito 11th Anniversary,320.01,372.10,https://yarinohanzo.com/13303-home_default/miyamoto-musashi-iaito-11th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-12
Jidai Koshirae Iaito,373.20,533.14,https://yarinohanzo.com/12738-home_default/jidai-koshirae-iaito-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-12
Higo Koshirae Iaito Generation 2,317.32,373.32,https://yarinohanzo.com/12387-home_default/higo-koshirae-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-12
Shinden Fudo Ryu Katana,315.24,362.34,https://yarinohanzo.com/12055-home_default/shinden-fudo-ryu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-12
Fukushima Wakizashi,212.28,212.28,https://yarinohanzo.com/12523-home_default/fukushima-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-12
Ishikawa Katana,318.97,384.30,https://yarinohanzo.com/12305-home_default/ishikawa-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-12
Fukushima Katana,233.91,303.78,https://yarinohanzo.com/11329-home_default/fukushima-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-12
Saito Katana,264.51,362.34,https://yarinohanzo.com/11317-home_default/saito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-12
Oni Katana IAITO,992.59,"1,102.88",https://yarinohanzo.com/12459-home_default/oni-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-12
Kamei Katana IAITO,919.39,"1,149.24",https://yarinohanzo.com/12447-home_default/kamei-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-12
Fuji Katana IAITO,959.51,"1,102.88",https://yarinohanzo.com/12437-home_default/fuji-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-12
Togakure Shinobigatana,501.15,533.14,https://yarinohanzo.com/12097-home_default/togakure-shinobigatana-iaito-practice-sword-handmade-ninja-sword.jpg,superior,True,2026-08-12
Dotanuki Katana IAITO,423.94,523.38,https://yarinohanzo.com/11300-home_default/dotanuki-iaito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-12
Sakai Katana IAITO,561.02,660.02,https://yarinohanzo.com/11286-home_default/sakai-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-12
Kamakiri Katana IAITO,530.94,663.68,https://yarinohanzo.com/11276-home_default/kamakiri-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-12
Araki Katana IAITO,736.36,791.78,https://yarinohanzo.com/11265-home_default/araki-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-12
Nami Katana IAITO,566.57,658.80,https://yarinohanzo.com/11253-home_default/nami-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-12
Kimura Katana IAITO,564.13,663.68,https://yarinohanzo.com/11242-home_default/kimura-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-12
Akechi Katana IAITO,737.49,983.32,https://yarinohanzo.com/11232-home_default/akechi-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-12
Nobunaga Katana IAITO,558.27,697.84,https://yarinohanzo.com/11224-home_default/nobunaga-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-12
Tombo Katana IAITO,539.73,674.66,https://yarinohanzo.com/11215-home_default/tombo-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-12
Tsuru Katana,135.85,159.82,https://yarinohanzo.com/14156-home_default/tsuru-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Hishikari Katana,135.85,159.82,https://yarinohanzo.com/14142-home_default/hishikari-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Takenomori Katana,135.85,159.82,https://yarinohanzo.com/14128-home_default/takenomori-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Shibata Katana,127.86,159.82,https://yarinohanzo.com/14115-home_default/shibata-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Kochō Katana,127.86,159.82,https://yarinohanzo.com/14103-home_default/kocho-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Suiryu Katana,135.85,159.82,https://yarinohanzo.com/14088-home_default/suiryu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Asakura Wakizashi,95.65,136.64,https://yarinohanzo.com/13516-home_default/asakura-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Musha Wakizashi,106.58,136.64,https://yarinohanzo.com/13506-home_default/musha-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Musashi Wakizashi Basic,106.75,152.50,https://yarinohanzo.com/13497-home_default/musashi-wakizashi-basic-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Yuki Katana,96.08,128.10,https://yarinohanzo.com/12259-home_default/yuki-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Asakura Katana,105.47,115.90,https://yarinohanzo.com/12250-home_default/asakura-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Musha Katana,117.02,132.98,https://yarinohanzo.com/11116-home_default/musha-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Musashi Katana,117.58,148.84,https://yarinohanzo.com/11107-home_default/musashi-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-13
Ronin Katana,149.28,196.42,https://yarinohanzo.com/12174-home_default/ronin-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-13
Musashi Wakizashi,161.06,196.42,https://yarinohanzo.com/11206-home_default/musashi-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-13
Yagyu Katana,139.08,185.44,https://yarinohanzo.com/11196-home_default/yagyu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-13
Yamamoto Katana,149.40,191.54,https://yarinohanzo.com/11156-home_default/yamamoto-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-13
Nanbu Katana,148.35,185.44,https://yarinohanzo.com/11146-home_default/nanbu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-13
Musashi Katana,174.24,235.46,https://yarinohanzo.com/11135-home_default/musashi-katana-iaito-practice-sword-handmade-samurai-sword-1.jpg,practical,True,2026-08-13
Minamoto Katana,184.35,267.18,https://yarinohanzo.com/11125-home_default/minamoto-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-13
Murakami Katana,139.46,196.42,https://yarinohanzo.com/12154-home_default/murakami-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-13
Iga Ninja To,230.34,287.92,https://yarinohanzo.com/14176-home_default/iga-ninja-to-iaito-practice-ninja-sword-handmade-sk-ninja-sword.jpg,special,True,2026-08-13
Sakura Iaito XL Generation 2,298.90,427.00,https://yarinohanzo.com/13383-home_default/sakura-iaito-xl-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-13
Taira Iaito Generation 2,266.25,416.02,https://yarinohanzo.com/13347-home_default/taira-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-13
Sankaku Yari,320.25,427.00,https://yarinohanzo.com/12472-home_default/sankaku-yari-iaito-practice-japanese-spear-handmade-samurai-spear.jpg,special,True,2026-08-13
Shinobi Kodachi,105.14,169.58,https://yarinohanzo.com/12189-home_default/shinobi-kodachi-ninja-kodachi-kakushi-ken-handmade-ninja-sword.jpg,special,True,2026-08-13
Shikorogatana,242.44,351.36,https://yarinohanzo.com/12106-home_default/shikorogatana-iaito-practice-sword-handmade-ninja-sword.jpg,special,True,2026-08-13
Shirasaya,105.04,128.10,https://yarinohanzo.com/11446-home_default/shirasaya-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-13
Shinobigatana (Traditional Ninja To),191.24,254.98,https://yarinohanzo.com/11395-home_default/shinobigatana-traditional-ninja-to-iaito-practice-sword-handmade-ninja-sword.jpg,special,True,2026-08-13
Jintachi,105.23,152.50,https://yarinohanzo.com/11377-home_default/jintachi-iaito-practice-tachi-sword-handmade-samurai-sword.jpg,special,True,2026-08-13
Nodachi,271.69,319.64,https://yarinohanzo.com/11368-home_default/nodachi-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-13
Ô-Katana,234.04,265.96,https://yarinohanzo.com/11359-home_default/o-katana-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-13
Sakura Iaito Generation 2,255.18,405.04,https://yarinohanzo.com/11349-home_default/sakura-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-13
Performance Iaito,157.09,212.28,https://yarinohanzo.com/11339-home_default/performance-iaito-iaito-practice-sword-handmade-samurai-sword.jpg,special,False,2026-08-13
Nagamaki,212.77,265.96,https://yarinohanzo.com/11093-home_default/nagamaki-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-13
O- KATANA LIMITED EDITION,390.71,640.50,https://yarinohanzo.com/14388-home_default/o-katana-limited-edition-handmade-iaito-sword.jpg,special,True,2026-08-13
Higo Koshirae Iaito XL Generation 2,349.46,416.02,https://yarinohanzo.com/13791-home_default/higo-koshirae-iaito-xl-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-13
Miyamoto Musashi Iaito XL 11th Anniversary,349.46,416.02,https://yarinohanzo.com/13780-home_default/miyamoto-musashi-iaito-xl-11th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-13
Kuroda Katana 10th Anniversary,359.41,599.02,https://yarinohanzo.com/13407-home_default/kuroda-katana-10th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-13
Shinobigatana ULTIMATE EDITION,346.24,577.06,https://yarinohanzo.com/13392-home_default/shinobigatana-ultimate-edition-iaito-practice-sword-handmade-ninja-sword.jpg,performance,True,2026-08-13
Miyamoto Musashi Iaito 11th Anniversary,320.01,372.10,https://yarinohanzo.com/13303-home_default/miyamoto-musashi-iaito-11th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-13
Jidai Koshirae Iaito,373.20,533.14,https://yarinohanzo.com/12738-home_default/jidai-koshirae-iaito-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-13
Higo Koshirae Iaito Generation 2,317.32,373.32,https://yarinohanzo.com/12387-home_default/higo-koshirae-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-13
Shinden Fudo Ryu Katana,315.24,362.34,https://yarinohanzo.com/12055-home_default/shinden-fudo-ryu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-13
Fukushima Wakizashi,212.28,212.28,https://yarinohanzo.com/12523-home_default/fukushima-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-13
Ishikawa Katana,318.97,384.30,https://yarinohanzo.com/12305-home_default/ishikawa-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-13
Fukushima Katana,233.91,303.78,https://yarinohanzo.com/11329-home_default/fukushima-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-13
Saito Katana,264.51,362.34,https://yarinohanzo.com/11317-home_default/saito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-13
Oni Katana IAITO,992.59,"1,102.88",https://yarinohanzo.com/12459-home_default/oni-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-13
Kamei Katana IAITO,919.39,"1,149.24",https://yarinohanzo.com/12447-home_default/kamei-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-13
Fuji Katana IAITO,959.51,"1,102.88",https://yarinohanzo.com/12437-home_default/fuji-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-13
Togakure Shinobigatana,501.15,533.14,https://yarinohanzo.com/12097-home_default/togakure-shinobigatana-iaito-practice-sword-handmade-ninja-sword.jpg,superior,True,2026-08-13
Dotanuki Katana IAITO,423.94,523.38,https://yarinohanzo.com/11300-home_default/dotanuki-iaito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-13
Sakai Katana IAITO,561.02,660.02,https://yarinohanzo.com/11286-home_default/sakai-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-13
Kamakiri Katana IAITO,530.94,663.68,https://yarinohanzo.com/11276-home_default/kamakiri-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-13
Araki Katana IAITO,736.36,791.78,https://yarinohanzo.com/11265-home_default/araki-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-13
Nami Katana IAITO,566.57,658.80,https://yarinohanzo.com/11253-home_default/nami-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-13
Kimura Katana IAITO,564.13,663.68,https://yarinohanzo.com/11242-home_default/kimura-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-13
Akechi Katana IAITO,737.49,983.32,https://yarinohanzo.com/11232-home_default/akechi-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-13
Nobunaga Katana IAITO,558.27,697.84,https://yarinohanzo.com/11224-home_default/nobunaga-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-13
Tombo Katana IAITO,539.73,674.66,https://yarinohanzo.com/11215-home_default/tombo-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-13
Tsuru Katana,135.85,159.82,https://yarinohanzo.com/14156-home_default/tsuru-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Hishikari Katana,135.85,159.82,https://yarinohanzo.com/14142-home_default/hishikari-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Takenomori Katana,135.85,159.82,https://yarinohanzo.com/14128-home_default/takenomori-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Shibata Katana,127.86,159.82,https://yarinohanzo.com/14115-home_default/shibata-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Kochō Katana,127.86,159.82,https://yarinohanzo.com/14103-home_default/kocho-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Suiryu Katana,135.85,159.82,https://yarinohanzo.com/14088-home_default/suiryu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Asakura Wakizashi,95.65,136.64,https://yarinohanzo.com/13516-home_default/asakura-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Musha Wakizashi,106.58,136.64,https://yarinohanzo.com/13506-home_default/musha-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Musashi Wakizashi Basic,106.75,152.50,https://yarinohanzo.com/13497-home_default/musashi-wakizashi-basic-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Yuki Katana,96.08,128.10,https://yarinohanzo.com/12259-home_default/yuki-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Asakura Katana,105.47,115.90,https://yarinohanzo.com/12250-home_default/asakura-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Musha Katana,117.02,132.98,https://yarinohanzo.com/11116-home_default/musha-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Musashi Katana,117.58,148.84,https://yarinohanzo.com/11107-home_default/musashi-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-14
Ronin Katana,149.28,196.42,https://yarinohanzo.com/12174-home_default/ronin-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-14
Musashi Wakizashi,161.06,196.42,https://yarinohanzo.com/11206-home_default/musashi-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-14
Yagyu Katana,139.08,185.44,https://yarinohanzo.com/11196-home_default/yagyu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-14
Yamamoto Katana,149.40,191.54,https://yarinohanzo.com/11156-home_default/yamamoto-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-14
Nanbu Katana,148.35,185.44,https://yarinohanzo.com/11146-home_default/nanbu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-14
Musashi Katana,174.24,235.46,https://yarinohanzo.com/11135-home_default/musashi-katana-iaito-practice-sword-handmade-samurai-sword-1.jpg,practical,True,2026-08-14
Minamoto Katana,184.35,267.18,https://yarinohanzo.com/11125-home_default/minamoto-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-14
Murakami Katana,139.46,196.42,https://yarinohanzo.com/12154-home_default/murakami-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-14
Iga Ninja To,230.34,287.92,https://yarinohanzo.com/14176-home_default/iga-ninja-to-iaito-practice-ninja-sword-handmade-sk-ninja-sword.jpg,special,True,2026-08-14
Sakura Iaito XL Generation 2,298.90,427.00,https://yarinohanzo.com/13383-home_default/sakura-iaito-xl-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-14
Taira Iaito Generation 2,266.25,416.02,https://yarinohanzo.com/13347-home_default/taira-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-14
Sankaku Yari,320.25,427.00,https://yarinohanzo.com/12472-home_default/sankaku-yari-iaito-practice-japanese-spear-handmade-samurai-spear.jpg,special,True,2026-08-14
Shinobi Kodachi,105.14,169.58,https://yarinohanzo.com/12189-home_default/shinobi-kodachi-ninja-kodachi-kakushi-ken-handmade-ninja-sword.jpg,special,True,2026-08-14
Shikorogatana,242.44,351.36,https://yarinohanzo.com/12106-home_default/shikorogatana-iaito-practice-sword-handmade-ninja-sword.jpg,special,True,2026-08-14
Shirasaya,105.04,128.10,https://yarinohanzo.com/11446-home_default/shirasaya-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-14
Shinobigatana (Traditional Ninja To),191.24,254.98,https://yarinohanzo.com/11395-home_default/shinobigatana-traditional-ninja-to-iaito-practice-sword-handmade-ninja-sword.jpg,special,True,2026-08-14
Jintachi,105.23,152.50,https://yarinohanzo.com/11377-home_default/jintachi-iaito-practice-tachi-sword-handmade-samurai-sword.jpg,special,True,2026-08-14
Nodachi,271.69,319.64,https://yarinohanzo.com/11368-home_default/nodachi-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-14
Ô-Katana,234.04,265.96,https://yarinohanzo.com/11359-home_default/o-katana-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-14
Sakura Iaito Generation 2,255.18,405.04,https://yarinohanzo.com/11349-home_default/sakura-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-14
Performance Iaito,157.09,212.28,https://yarinohanzo.com/11339-home_default/performance-iaito-iaito-practice-sword-handmade-samurai-sword.jpg,special,False,2026-08-14
Nagamaki,212.77,265.96,https://yarinohanzo.com/11093-home_default/nagamaki-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-14
O- KATANA LIMITED EDITION,390.71,640.50,https://yarinohanzo.com/14388-home_default/o-katana-limited-edition-handmade-iaito-sword.jpg,special,True,2026-08-14
Higo Koshirae Iaito XL Generation 2,349.46,416.02,https://yarinohanzo.com/13791-home_default/higo-koshirae-iaito-xl-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-14
Miyamoto Musashi Iaito XL 11th Anniversary,349.46,416.02,https://yarinohanzo.com/13780-home_default/miyamoto-musashi-iaito-xl-11th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-14
Kuroda Katana 10th Anniversary,359.41,599.02,https://yarinohanzo.com/13407-home_default/kuroda-katana-10th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-14
Shinobigatana ULTIMATE EDITION,346.24,577.06,https://yarinohanzo.com/13392-home_default/shinobigatana-ultimate-edition-iaito-practice-sword-handmade-ninja-sword.jpg,performance,True,2026-08-14
Miyamoto Musashi Iaito 11th Anniversary,320.01,372.10,https://yarinohanzo.com/13303-home_default/miyamoto-musashi-iaito-11th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-14
Jidai Koshirae Iaito,373.20,533.14,https://yarinohanzo.com/12738-home_default/jidai-koshirae-iaito-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-14
Higo Koshirae Iaito Generation 2,317.32,373.32,https://yarinohanzo.com/12387-home_default/higo-koshirae-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-14
Shinden Fudo Ryu Katana,315.24,362.34,https://yarinohanzo.com/12055-home_default/shinden-fudo-ryu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-14
Fukushima Wakizashi,212.28,212.28,https://yarinohanzo.com/12523-home_default/fukushima-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-14
Ishikawa Katana,318.97,384.30,https://yarinohanzo.com/12305-home_default/ishikawa-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-14
Fukushima Katana,233.91,303.78,https://yarinohanzo.com/11329-home_default/fukushima-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-14
Saito Katana,264.51,362.34,https://yarinohanzo.com/11317-home_default/saito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-14
Oni Katana IAITO,992.59,"1,102.88",https://yarinohanzo.com/12459-home_default/oni-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-14
Kamei Katana IAITO,919.39,"1,149.24",https://yarinohanzo.com/12447-home_default/kamei-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-14
Fuji Katana IAITO,959.51,"1,102.88",https://yarinohanzo.com/12437-home_default/fuji-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-14
Togakure Shinobigatana,501.15,533.14,https://yarinohanzo.com/12097-home_default/togakure-shinobigatana-iaito-practice-sword-handmade-ninja-sword.jpg,superior,True,2026-08-14
Dotanuki Katana IAITO,423.94,523.38,https://yarinohanzo.com/11300-home_default/dotanuki-iaito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-14
Sakai Katana IAITO,561.02,660.02,https://yarinohanzo.com/11286-home_default/sakai-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-14
Kamakiri Katana IAITO,530.94,663.68,https://yarinohanzo.com/11276-home_default/kamakiri-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-14
Araki Katana IAITO,736.36,791.78,https://yarinohanzo.com/11265-home_default/araki-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-14
Nami Katana IAITO,566.57,658.80,https://yarinohanzo.com/11253-home_default/nami-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-14
Kimura Katana IAITO,564.13,663.68,https://yarinohanzo.com/11242-home_default/kimura-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-14
Akechi Katana IAITO,737.49,983.32,https://yarinohanzo.com/11232-home_default/akechi-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-14
Nobunaga Katana IAITO,558.27,697.84,https://yarinohanzo.com/11224-home_default/nobunaga-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-14
Tombo Katana IAITO,539.73,674.66,https://yarinohanzo.com/11215-home_default/tombo-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-14
Tsuru Katana,135.85,159.82,https://yarinohanzo.com/14156-home_default/tsuru-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-15
Hishikari Katana,135.85,159.82,https://yarinohanzo.com/14142-home_default/hishikari-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-15
